Timber Tract Operations,0,1
Forest Nurseries and Gathering Forest Products,0,1
Logging,35,1
Finfish Fishing,0,1
Hunting and Trapping,4,1
Cotton Ginning,0,1
"Soil Preparation, Planting, and Cultivating",5,1
"Crop Harvesting, Primarily by Machine",0,1
Postharvest Crop Activities (except Cotton Ginning),0,1
Farm Labor Contractors and Crew Leaders,2,1
Farm Management Services,8,1
Support Activities for Animal Production,83,1
Forestry Support Activities,3,1
Crude Petroleum and Natural Gas Extraction,1327,2
Natural Gas Liquid Extraction,363,2
Bituminous Coal and Lignite Surface Mining,318,2
Bituminous Coal Underground Mining,3,2
Anthracite Mining,2,2
Gold Ore Mining,0,2
Lead Ore and Zinc Ore Mining,3,2
All Other Metal Ore Mining,0,2
Dimension Stone Mining and Quarrying,391,2
Crushed and Broken Limestone Mining and Quarrying,542,2
Crushed and Broken Granite Mining and Quarrying,0,2
Other Crushed and Broken Stone Mining and Quarrying,71,2
Construction Sand and Gravel Mining,153,2
Industrial Sand Mining,0,2
Kaolin and Ball Clay Mining,0,2
"Clay, Ceramic, and Refractory Minerals Mining",0,2
"Potash, Soda, and Borate Mineral Mining",3,2
Other Chemical and Fertilizer Mineral Mining,0,2
All Other Nonmetallic Mineral Mining,5,2
Drilling Oil and Gas Wells,482,2
Support Activities for Oil and Gas Operations,2391,2
Support Activities for Coal Mining,0,2
Support Activities for Metal Mining,0,2
Nonmetallic Minerals Support Activity (exc Fuels),13,2
Hydroelectric Power Generation,7,2
Fossil Fuel Electric Power Generation,150,2
Solar Electric Power Generation ,77,2
Wind Electric Power Generation ,38,2
Geothermal Electric Power Generation ,3,2
Other Electric Power Generation ,5,2
Electric Bulk Power Transmission and Control,856,2
Water Supply and Irrigation Systems,423,2
Steam and Air-Conditioning Supply,0,2
Industrial Building Construction,268,2
Oil and Gas Pipeline and Related Structures Construction,983,2
Power and Communication Line and Related Structures Construction,1405,2
Other Heavy and Civil Engineering Construction,11090,2
Dog and Cat Food Manufacturing,15,3
Other Animal Food Manufacturing,87,3
Flour Milling,7,3
Rice Milling,0,3
Malt Manufacturing,2,3
Wet Corn Milling,0,3
Soybean and Other Oilseed Processing ,0,3
Fats and Oils Refining and Blending,0,3
Breakfast Cereal Manufacturing,0,3
Nonchocolate Confectionery Manufacturing,146,3
Chocolate and Confectionery Manufacturing from Cacao Beans ,5,3
Confectionery Manufacturing from Purchased Chocolate ,7,3
"Frozen Fruit, Juice, and Vegetable Manufacturing",2,3
Frozen Specialty Food Manufacturing,382,3
Fruit and Vegetable Canning,224,3
Specialty Canning,3,3
Dried and Dehydrated Food Manufacturing,0,3
Fluid Milk Manufacturing,783,3
Cheese Manufacturing,2,3
"Dry, Condensed, and Evaporated Dairy Product Manufacturing",65,3
Ice Cream and Frozen Dessert Manufacturing,120,3
Animal (except Poultry) Slaughtering,35,3
Meat Processed from Carcasses,1430,3
Rendering and Meat Byproduct Processing,136,3
Poultry Processing,23,3
Seafood Product Preparation and Packaging,10,3
"Frozen Cakes, Pies, and Other Pastries Manufacturing",626,3
Cookie and Cracker Manufacturing,542,3
"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",212,3
Tortilla Manufacturing,214,3
Roasted Nuts and Peanut Butter Manufacturing,74,3
Other Snack Food Manufacturing,750,3
Coffee and Tea Manufacturing,49,3
Flavoring Syrup and Concentrate Manufacturing,10,3
"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",59,3
Spice and Extract Manufacturing,454,3
Perishable Prepared Food Manufacturing,725,3
All Other Miscellaneous Food Manufacturing,27,3
Soft Drink Manufacturing,846,3
Bottled Water Manufacturing,21,3
Ice Manufacturing,122,3
Breweries,258,3
Wineries,40,3
Distilleries,198,3
Tobacco Manufacturing ,35,3
"Fiber, Yarn, and Thread Mills ",0,3
Broadwoven Fabric Mills,378,3
Narrow Fabric Mills and Schiffli Machine Embroidery,0,3
Knit Fabric Mills,0,3
Textile and Fabric Finishing Mills ,10,3
Fabric Coating Mills,3,3
Carpet and Rug Mills,28,3
Curtain and Linen Mills,81,3
Textile Bag and Canvas Mills ,28,3
"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills ",0,3
All Other Miscellaneous Textile Product Mills,266,3
Hosiery and Sock Mills,3,3
Other Apparel Knitting Mills ,3,3
Cut and Sew Apparel Contractors ,36,3
Men�s and Boys� Cut and Sew Apparel Manufacturing ,151,3
"Women�s, Girls�, and Infants� Cut and Sew Apparel Manufacturing ",23,3
Other Cut and Sew Apparel Manufacturing ,13,3
Apparel Accessories and Other Apparel Manufacturing ,43,3
Leather and Hide Tanning and Finishing,19,3
Footwear Manufacturing ,1257,3
Women's Handbag and Purse Manufacturing,7,3
All Other Leather Good and Allied Product Manufacturing ,96,3
Sawmills,29,3
Wood Preservation,12,3
Hardwood Veneer and Plywood Manufacturing,0,3
Engineered Wood Member (except Truss) Manufacturing,3,3
Truss Manufacturing,371,3
Reconstituted Wood Product Manufacturing,0,3
Wood Window and Door Manufacturing,722,3
"Cut Stock, Resawing Lumber, and Planing",68,3
Other Millwork (including Flooring),134,3
Wood Container and Pallet Manufacturing,252,3
Manufactured Home (Mobile Home) Manufacturing,181,3
Prefabricated Wood Building Manufacturing,50,3
All Other Miscellaneous Wood Product Manufacturing,79,3
Paper (except Newsprint) Mills,0,3
Paperboard Mills,0,3
Corrugated and Solid Fiber Box Manufacturing,503,3
Folding Paperboard Box Manufacturing,3,3
Other Paperboard Container Manufacturing ,7,3
Paper Bag and Coated and Treated Paper Manufacturing,75,3
Stationery Product Manufacturing,51,3
Sanitary Paper Product Manufacturing,7,3
All Other Converted Paper Product Manufacturing,47,3
Commercial Gravure Printing,2272,3
Commercial Screen Printing,512,3
Books Printing,57,3
Support Activities for Printing,93,3
Petroleum Refineries,169,3
Asphalt Paving Mixture and Block Manufacturing,57,3
Asphalt Shingle and Coating Materials Manufacturing,0,3
Petroleum Lubricating Oil and Grease Manufacturing,0,3
All Other Petroleum and Coal Products Manufacturing,0,3
Petrochemical Manufacturing,0,3
Industrial Gas Manufacturing,67,3
Other Basic Inorganic Chemical Manufacturing ,154,3
All Other Basic Organic Chemical Manufacturing,190,3
Plastics Material and Resin Manufacturing,98,3
Synthetic Rubber Manufacturing,0,3
Artificial and Synthetic Fibers and Filaments Manufacturing,0,3
Nitrogenous Fertilizer Manufacturing,44,3
Phosphatic Fertilizer Manufacturing,0,3
Fertilizer (Mixing Only) Manufacturing,0,3
Pesticide and Other Agricultural Chemical Manufacturing,0,3
Medicinal and Botanical Manufacturing,1488,3
Pharmaceutical Preparation Manufacturing,974,3
In-Vitro Diagnostic Substance Manufacturing,342,3
Biological Product (except Diagnostic) Manufacturing,55,3
Paint and Coating Manufacturing,37,3
Adhesive Manufacturing,2,3
Soap and Other Detergent Manufacturing,57,3
Polish and Other Sanitation Good Manufacturing,420,3
Toilet Preparation Manufacturing,38,3
Printing Ink Manufacturing,14,3
Custom Compounding of Purchased Resins,3,3
"Photographic Film, Paper, Plate, and Chemical Manufacturing",0,3
All Other Miscellaneous Chemical Product and Preparation Manufacturing,47,3
Plastics Bag Manufacturing,0,3
Plastics Packaging Film and Sheet (including Laminated) Manufacturing,13,3
Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,179,3
Unlaminated Plastics Profile Shape Manufacturing,0,3
Plastics Pipe and Pipe Fitting Manufacturing,340,3
"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",2,3
Polystyrene Foam Product Manufacturing,79,3
Urethane and Other Foam Product (except Polystyrene) Manufacturing,216,3
Plastics Bottle Manufacturing,0,3
Plastics Plumbing Fixture Manufacturing,114,3
All Other Plastics Product Manufacturing,868,3
Tire Manufacturing (except Retreading),2,3
Tire Retreading,91,3
Rubber and Plastics Hoses and Belting Manufacturing,2,3
Rubber Product Manufacturing for Mechanical Use,0,3
All Other Rubber Product Manufacturing,41,3
"Pottery, Ceramics, and Plumbing Fixture Manufacturing ",11,3
Clay Building Material and Refractories Manufacturing ,288,3
Flat Glass Manufacturing,0,3
Other Pressed and Blown Glass and Glassware Manufacturing,8,3
Glass Product Manufacturing Made of Purchased Glass,110,3
Cement Manufacturing,358,3
Concrete Block and Brick Manufacturing,126,3
Concrete Pipe Manufacturing,96,3
Lime Manufacturing,175,3
Gypsum Product Manufacturing,2,3
Abrasive Product Manufacturing,3,3
Cut Stone and Stone Product Manufacturing,607,3
Ground or Treated Mineral and Earth Manufacturing,0,3
Mineral Wool Manufacturing,0,3
All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,47,3
Iron and Steel Mills and Ferroalloy Manufacturing ,79,3
Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,7,3
Rolled Steel Shape Manufacturing,0,3
Steel Wire Drawing,33,3
Alumina Refining and Primary Aluminum Production ,0,3
Secondary Smelting and Alloying of Aluminum,0,3
"Aluminum Sheet, Plate, and Foil Manufacturing",0,3
"Other Aluminum Rolling, Drawing, and Extruding ",0,3
Nonferrous Metal (except Aluminum) Smelting and Refining ,0,3
"Copper Rolling, Drawing, Extruding, and Alloying",7,3
"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",3,3
"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",41,3
Iron Foundries,0,3
Steel Investment Foundries,75,3
Steel Foundries (except Investment),0,3
Aluminum Foundries (except Die-Casting),0,3
Other Nonferrous Metal Foundries (except Die-Casting) ,48,3
Iron and Steel Forging,45,3
Nonferrous Forging,0,3
Custom Roll Forming,201,3
"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",2,3
"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",0,3
Saw Blade and Handtool Manufacturing ,21,3
Prefabricated Metal Building and Component Manufacturing,64,3
Fabricated Structural Metal Manufacturing,562,3
Plate Work Manufacturing,252,3
Metal Window and Door Manufacturing,185,3
Ornamental and Architectural Metal Work Manufacturing,84,3
Power Boiler and Heat Exchanger Manufacturing,7,3
Metal Tank (Heavy Gauge) Manufacturing,93,3
Metal Can Manufacturing,4,3
Other Metal Container Manufacturing,33,3
Hardware Manufacturing,10,3
Spring Manufacturing ,7,3
Other Fabricated Wire Product Manufacturing,151,3
Precision Turned Product Manufacturing,693,3
"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",3,3
Metal Heat Treating,217,3
"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",164,3
"Electroplating, Plating, Polishing, Anodizing, and Coloring",269,3
Industrial Valve Manufacturing,19,3
Fluid Power Valve and Hose Fitting Manufacturing,47,3
Other Metal Valve and Pipe Fitting Manufacturing,321,3
Ball and Roller Bearing Manufacturing,0,3
Small Arms Manufacturing,303,3
Fabricated Pipe and Pipe Fitting Manufacturing,110,3
All Other Miscellaneous Fabricated Metal Product Manufacturing,113,3
Farm Machinery and Equipment Manufacturing,42,3
Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,0,3
Construction Machinery Manufacturing,194,3
Mining Machinery and Equipment Manufacturing,0,3
Oil and Gas Field Machinery and Equipment Manufacturing,678,3
Food Product Machinery Manufacturing ,3,3
Semiconductor Machinery Manufacturing ,1847,3
"Sawmill, Woodworking, and Paper Machinery Manufacturing ",2,3
Printing Machinery and Equipment Manufacturing ,0,3
Other Industrial Machinery Manufacturing ,114,3
Optical Instrument and Lens Manufacturing,15,3
Photographic and Photocopying Equipment Manufacturing ,6,3
Other Commercial and Service Industry Machinery Manufacturing ,579,3
Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,182,3
Heating Equipment (except Warm Air Furnaces) Manufacturing,371,3
Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,755,3
Industrial Mold Manufacturing,22,3
"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",32,3
Cutting Tool and Machine Tool Accessory Manufacturing,92,3
Machine Tool Manufacturing ,27,3
Rolling Mill and Other Metalworking Machinery Manufacturing ,3,3
Turbine and Turbine Generator Set Units Manufacturing,3,3
"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",3,3
Mechanical Power Transmission Equipment Manufacturing,0,3
Other Engine Equipment Manufacturing,77,3
Pump and Pumping Equipment Manufacturing,0,3
Measuring and Dispensing Pump Manufacturing,753,3
Elevator and Moving Stairway Manufacturing,7,3
Conveyor and Conveying Equipment Manufacturing,75,3
"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",3,3
"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",0,3
Power-Driven Handtool Manufacturing,31,3
Welding and Soldering Equipment Manufacturing,31,3
Packaging Machinery Manufacturing,103,3
Fluid Power Cylinder and Actuator Manufacturing,0,3
Fluid Power Pump and Motor Manufacturing,0,3
Scale and Balance (except Laboratory) Manufacturing,3,3
All Other Miscellaneous General Purpose Machinery Manufacturing,95,3
Electronic Computer Manufacturing,2001,3
Computer Storage Device Manufacturing,35,3
Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,274,3
Telephone Apparatus Manufacturing,42,3
Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,209,3
Other Communications Equipment Manufacturing,113,3
Audio and Video Equipment Manufacturing,10,3
Bare Printed Circuit Board Manufacturing,208,3
Semiconductor and Related Device Manufacturing,6086,3
"Electronic Coil, Transformer, and Other Inductor Manufacturing",0,3
Electronic Connector Manufacturing,370,3
Printed Circuit Assembly (Electronic Assembly) Manufacturing,259,3
Other Electronic Component Manufacturing,309,3
Electromedical and Electrotherapeutic Apparatus Manufacturing,871,3
"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",163,3
"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",173,3
"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",241,3
Totalizing Fluid Meter and Counting Device Manufacturing,622,3
Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,711,3
Analytical Laboratory Instrument Manufacturing,163,3
Irradiation Apparatus Manufacturing,0,3
Other Measuring and Controlling Device Manufacturing,293,3
Magnetic and Optical Recording Media Manufacturing,35,3
"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing ",3,3
Electric Lamp Bulb and Part Manufacturing,73,3
Residential Electric Lighting Fixture Manufacturing,28,3
"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",119,3
Other Lighting Equipment Manufacturing,5,3
Small Electrical Appliance Manufacturing,7,3
Household Cooking Appliance Manufacturing,0,3
Other Major Household Appliance Manufacturing,0,3
"Power, Distribution, and Specialty Transformer Manufacturing",85,3
Motor and Generator Manufacturing,442,3
Switchgear and Switchboard Apparatus Manufacturing,111,3
Relay and Industrial Control Manufacturing,55,3
Storage Battery Manufacturing,0,3
Primary Battery Manufacturing,15,3
Fiber Optic Cable Manufacturing,0,3
Other Communication and Energy Wire Manufacturing,0,3
Current-Carrying Wiring Device Manufacturing,35,3
Noncurrent-Carrying Wiring Device Manufacturing,0,3
All Other Miscellaneous Electrical Equipment and Component Manufacturing,379,3
Automobile Manufacturing,2,3
Light Truck and Utility Vehicle Manufacturing,2500,3
Heavy Duty Truck Manufacturing,0,3
Motor Vehicle Body Manufacturing,42,3
Truck Trailer Manufacturing,29,3
Motor Home Manufacturing,29,3
Travel Trailer and Camper Manufacturing,0,3
Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,8,3
Motor Vehicle Electrical and Electronic Equipment Manufacturing,130,3
Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,20,3
Motor Vehicle Brake System Manufacturing,2,3
Motor Vehicle Transmission and Power Train Parts Manufacturing,89,3
Motor Vehicle Seating and Interior Trim Manufacturing,1108,3
Motor Vehicle Metal Stamping,640,3
Other Motor Vehicle Parts Manufacturing,1266,3
Aircraft Manufacturing,1594,3
Aircraft Engine and Engine Parts Manufacturing,260,3
Other Aircraft Parts and Auxiliary Equipment Manufacturing,237,3
Railroad Rolling Stock Manufacturing,0,3
Ship Building and Repairing,0,3
Boat Building,17,3
"Motorcycle, Bicycle, and Parts Manufacturing",26,3
"Military Armored Vehicle, Tank, and Tank Component Manufacturing",0,3
All Other Transportation Equipment Manufacturing,17,3
Wood Kitchen Cabinet and Countertop Manufacturing,735,3
Upholstered Household Furniture Manufacturing,78,3
Nonupholstered Wood Household Furniture Manufacturing,95,3
Metal Household Furniture Manufacturing,3,3
Household Furniture (except Wood and Metal) Manufacturing,5,3
Institutional Furniture Manufacturing,509,3
Wood Office Furniture Manufacturing,5,3
Office Furniture (except Wood) Manufacturing,175,3
"Showcase, Partition, Shelving, and Locker Manufacturing",101,3
Mattress Manufacturing,375,3
Blind and Shade Manufacturing,143,3
Surgical and Medical Instrument Manufacturing,851,3
Surgical Appliance and Supplies Manufacturing,468,3
Dental Equipment and Supplies Manufacturing,75,3
Ophthalmic Goods Manufacturing,50,3
Jewelry and Silverware Manufacturing ,593,3
Sporting and Athletic Goods Manufacturing,189,3
"Doll, Toy, and Game Manufacturing",26,3
Office Supplies (except Paper) Manufacturing,40,3
"Gasket, Packing, and Sealing Device Manufacturing",9,3
Musical Instrument Manufacturing,125,3
"Fastener, Button, Needle, and Pin Manufacturing",0,3
"Broom, Brush, and Mop Manufacturing",0,3
Burial Casket Manufacturing,0,3
All Other Miscellaneous Manufacturing,338,3
Furniture Merchant Wholesalers,735,4
Home Furnishing Merchant Wholesalers,572,4
Photographic Equipment and Supplies Merchant Wholesalers,69,4
Office Equipment Merchant Wholesalers,1121,4
Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,2498,4
Other Commercial Equipment Merchant Wholesalers,541,4
"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",4586,4
Ophthalmic Goods Merchant Wholesalers,38,4
Other Professional Equipment and Supplies Merchant Wholesalers,222,4
Metal Service Centers and Other Metal Merchant Wholesalers,1272,4
Coal and Other Mineral and Ore Whsle,3,4
"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant  Wholesalers",2170,4
"Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers",256,4
Other Electronic Parts and Equipment Merchant Wholesalers,12065,4
Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,1507,4
Farm and Garden Machinery and Equipment Merchant Wholesalers,358,4
Industrial Machinery and Equipment Merchant Wholesalers,2889,4
Industrial Supplies Merchant Wholesalers,405,4
Service Establishment Equipment and Supplies Merchant Wholesalers,766,4
Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,587,4
Sporting and Recreational Goods and Supplies Merchant Wholesalers,368,4
Toy and Hobby Goods and Supplies Merchant Wholesalers,168,4
"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",217,4
Printing and Writing Paper Merchant Wholesalers,117,4
Stationery and Office Supplies Merchant Wholesalers,370,4
Industrial and Personal Service Paper Merchant Wholesalers,640,4
Drugs and Druggists' Sundries Merchant Wholesalers,1656,4
"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",74,4
Men's and Boys' Clothing and Furnishings Merchant Wholesalers,57,4
"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",391,4
Footwear Merchant Wholesalers,12,4
Poultry and Poultry Product Merchant Wholesalers,380,4
Fish and Seafood Merchant Wholesalers,58,4
Meat and Meat Product Merchant Wholesalers,822,4
Fresh Fruit and Vegetable Merchant Wholesalers,1054,4
Grain and Field Bean Merchant Wholesalers,59,4
Livestock Merchant Wholesalers,19,4
Other Farm Product Raw Material Merchant Wholesalers,39,4
Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,164,4
Other Chemical and Allied Products Merchant Wholesalers,798,4
Petroleum Bulk Stations and Terminals,944,4
Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),167,4
Wine and Distilled Alcoholic Beverage Merchant Wholesalers,1449,4
Farm Supplies Merchant Wholesalers,162,4
"Book, Periodical, and Newspaper Merchant Wholesalers",173,4
"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",488,4
Tobacco and Tobacco Product Merchant Wholesalers,120,4
"Paint, Varnish, and Supplies Merchant Wholesalers",257,4
Other Miscellaneous Nondurable Goods Merchant Wholesalers,462,4
Business to Business Electronic Markets,30,4
Wholesale Trade Agents and Brokers,4508,4
Art Dealers,109,4
Electronic Shopping,3346,4
Electronic Auctions,375,4
Mail-Order Houses,2826,4
Scheduled Passenger Air Transportation,2003,4
Scheduled Freight Air Transportation,3,4
Nonscheduled Chartered Passenger Air Transportation,48,4
Nonscheduled Chartered Freight Air Transportation,30,4
Other Nonscheduled Air Transportation,12,4
Deep Sea Freight Transportation,0,4
Deep Sea Passenger Transportation,0,4
Coastal and Great Lakes Freight Transportation,0,4
Coastal and Great Lakes Passenger Transportation,0,4
Inland Water Passenger Transportation,3,4
"General Freight Trucking, Long-Distance, Truckload",2622,4
"Specialized Freight (except Used Goods) Trucking, Long-Distance",2123,4
Interurban and Rural Bus Transportation,398,4
Taxi Service,211,4
Limousine Service,371,4
Charter Bus Industry,615,4
All Other Transit and Ground Passenger Transportation,232,4
Pipeline Transportation of Crude Oil,64,4
Pipeline Transportation of Natural Gas,853,4
Pipeline Transportation of Refined Petroleum Products,58,4
"Scenic and Sightseeing Transportation, Land",112,4
"Scenic and Sightseeing Transportation, Water",204,4
"Scenic and Sightseeing Transportation, Other",14,4
Air Traffic Control,25,4
Other Airport Operations,957,4
Other Support Activities for Air Transportation,1750,4
Support Activities for Rail Transportation,405,4
Port and Harbor Operations,0,4
Marine Cargo Handling,0,4
Navigational Services to Shipping,0,4
Other Support Activities for Water Transportation,3,4
Other Support Activities for Road Transportation,115,4
Freight Transportation Arrangement,1307,4
Packing and Crating,72,4
All Other Support Activities for Transportation,5,4
General Warehousing and Storage,4247,4
Refrigerated Warehousing and Storage,200,4
Farm Product Warehousing and Storage,15,4
Other Warehousing and Storage,383,4
Periodical Publishers,407,5
Book Publishers,800,5
Directory and Mailing List Publishers,219,5
Greeting Card Publishers,1,5
All Other Publishers,228,5
Software Publishers,10116,5
Motion Picture and Video Production,760,5
Motion Picture and Video Distribution,15,5
Drive-In Motion Picture Theaters,3,5
Teleproduction and Other Postproduction Services,89,5
Other Motion Picture and Video Industries,20,5
Record Production,3,5
Integrated Record Production/Distribution,9,5
Music Publishers,14,5
Sound Recording Studios,87,5
Other Sound Recording Industries,21,5
Cable and Other Subscription Programming,75,5
Wireless Telecommunications Carriers (except Satellite),2427,5
Satellite Telecommunications,31,5
All Other Telecommunications,326,5
"Data Processing, Hosting, and Related Services",15494,5
News Syndicates,19,5
Libraries and Archives,32,5
Internet Publishing and Broadcasting and Web Search Portals,2567,5
All Other Information Services,1002,5
Monetary Authorities - Central Bank,19,5
Savings Institutions,4702,5
Other Depository Credit Intermediation,0,5
Credit Card Issuing,1623,5
Sales Financing,692,5
Consumer Lending,1305,5
Real Estate Credit,2215,5
International Trade Financing,5,5
Secondary Market Financing,658,5
All Other Nondepository Credit Intermediation,1519,5
Mortgage and Nonmortgage Loan Brokers,787,5
"Financial Transactions Processing, Reserve, and Clearinghouse Activities",3038,5
Other Activities Related to Credit Intermediation,2190,5
Investment Banking and Securities Dealing,241,5
Securities Brokerage,3182,5
Commodity Contracts Dealing,11,5
Commodity Contracts Brokerage,26,5
Securities and Commodity Exchanges,0,5
Miscellaneous Intermediation,580,5
Portfolio Management,2878,5
Investment Advice,6092,5
"Trust, Fiduciary, and Custody Activities",839,5
Miscellaneous Financial Investment Activities,83,5
Direct Life Insurance Carriers,5450,5
Direct Health and Medical Insurance Carriers,4736,5
Direct Property and Casualty Insurance Carriers,18163,5
Direct Title Insurance Carriers,1141,5
"Other Direct Insurance (except Life, Health, and Medical) Carriers",220,5
Reinsurance Carriers,15,5
Claims Adjusting,255,5
All Other Insurance Related Activities,462,5
Open-End Investment Funds,39,5
Other Financial Vehicles,30,5
Passenger Car Leasing,74,5
Recreational Goods Rental,151,5
"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",54,5
"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",1254,5
Office Machinery and Equipment Rental and Leasing,69,5
Other Commercial and Industrial Machinery and Equipment Rental and Leasing,3054,5
Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),701,5
All Other Legal Services,614,5
Payroll Services,1099,5
Architectural Services,2634,5
Landscape Architectural Services,485,5
Engineering Services,16092,5
Drafting Services,130,5
Geophysical Surveying and Mapping Services,80,5
Interior Design Services,728,5
Industrial Design Services,231,5
Graphic Design Services,487,5
Other Specialized Design Services,80,5
Custom Computer Programming Services,21383,5
Computer Systems Design Services,8348,5
Computer Facilities Management Services,4479,5
Other Computer Related Services,1103,5
Administrative Management and General Management Consulting Services,9838,5
Human Resources and Executive Search Consulting Services,977,5
Marketing Consulting Services,2271,5
"Process, Physical Distribution, and Logistics Consulting Services",811,5
Other Management Consulting Services,486,5
Other Scientific and Technical Consulting Services,3695,5
Research and Development in Biotechnology,480,5
"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",9446,5
Research and Development in the Social Sciences and Humanities,243,5
Advertising Agencies,2460,5
Public Relations Agencies,685,5
Media Buying Agencies,12,5
Media Representatives,318,5
Display Advertising,310,5
Direct Mail Advertising,1028,5
Advertising Material Distribution Services,247,5
Other Services Related to Advertising,462,5
Marketing Research and Public Opinion Polling,810,5
Translation and Interpretation Services,90,5
"All Other Professional, Scientific, and Technical Services",697,5
Offices of Bank Holding Companies,5,5
Offices of Other Holding Companies,744,5
"Corporate, Subsidiary, and Regional Managing Offices",34532,5
Facilities Support Services,3611,5
Employment Placement Agencies,2112,5
Executive Search Services,776,5
Professional Employer Organizations,4739,5
Telephone Answering Services,888,5
Telemarketing Bureaus,11826,5
Credit Bureaus,528,5
All Other Business Support Services,550,5
Travel Agencies,1023,5
Tour Operators,145,5
Convention and Visitors Bureaus,80,5
All Other Travel Arrangement and Reservation Services,1747,5
Packaging and Labeling Services,107,5
Convention and Trade Show Organizers,980,5
Hazardous Waste Collection,35,5
Other Waste Collection,30,5
Hazardous Waste Treatment and Disposal,128,5
Solid Waste Combustors and Incinerators,0,5
Other Nonhazardous Waste Treatment and Disposal,39,5
Materials Recovery Facilities,465,5
All Other Miscellaneous Waste Management Services,6,5
Junior Colleges,277,6
"Colleges, Universities, and Professional Schools",12244,6
Business and Secretarial Schools,423,6
Computer Training,589,6
Professional and Management Development Training,876,6
Flight Training,172,6
Apprenticeship Training,90,6
Language Schools,327,6
Exam Preparation and Tutoring,1690,6
All Other Miscellaneous Schools and Instruction,490,6
Educational Support Services,3732,6
Theater Companies and Dinner Theaters,526,7
Dance Companies,180,7
Musical Groups and Artists,527,7
Other Performing Arts Companies,82,7
Sports Teams and Clubs,935,7
Racetracks,354,7
Other Spectator Sports,20,7
"Promoters of Performing Arts, Sports, and Similar Events with Facilities",1355,7
"Promoters of Performing Arts, Sports, and Similar Events without Facilities",640,7
"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",66,7
"Independent Artists, Writers, and Performers",302,7
Museums,799,7
Historical Sites,99,7
Zoos and Botanical Gardens,494,7
Nature Parks and Other Similar Institutions,53,7
Amusement and Theme Parks,4097,7
Amusement Arcades,691,7
Casinos (except Casino Hotels),2,7
Other Gambling Industries,556,7
Skiing Facilities,0,7
Marinas,102,7
All Other Amusement and Recreation Industries,2692,7
Hotels (except Casino Hotels) and Motels,24998,7
Casino Hotels,0,7
Bed-and-Breakfast Inns,45,7
All Other Traveler Accommodation,31,7
RV (Recreational Vehicle) Parks and Campgrounds,103,7
Recreational and Vacation Camps (except Campgrounds),69,7
Rooming and Boarding Houses,254,7
Professional Organizations,2078,8